Region,Org Code,Provider name,Modality, Apr , May , Jun , Jul , Aug , Sep , Oct , Nov , Dec , Jan , Feb , Mar , Year 
 Y61 , NT4 , BMI Healthcare , Computerized Axial Tomography , . , * , . , . , . , * , . , . , * , * , 5 , * , 10 
 Y61 , NT4 , BMI Healthcare , Diagnostic Ultrasonography , * , * , * , 5 , 5 , 20 , 40 , 5 , . , . , 25 , 25 , 135 
 Y61 , NT4 , BMI Healthcare , Fluoroscopy , 5 , 5 , * , * , . , . , 5 , . , * , . , 5 , . , 25 
 Y61 , NT4 , BMI Healthcare , Magnetic Resonance Imaging , 35 , 45 , 35 , 55 , 45 , 45 , 40 , 40 , 35 , 45 , 35 , 45 , 490 
 Y61 , NT4 , BMI Healthcare , Plain Radiography , 110 , 135 , 130 , 125 , 85 , 125 , 125 , 110 , 65 , 140 , 140 , 115 ," 1,400 "
 Y61 , RGT , Cambridge University Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 5,220 "," 5,610 "," 5,655 "," 5,330 "," 5,030 "," 4,990 "," 5,340 "," 5,370 "," 5,060 "," 5,555 "," 5,140 "," 4,335 "," 62,650 "
 Y61 , RGT , Cambridge University Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 6,650 "," 6,900 "," 6,305 "," 7,030 "," 6,390 "," 6,490 "," 6,800 "," 7,020 "," 6,035 "," 6,920 "," 6,500 "," 5,150 "," 78,190 "
 Y61 , RGT , Cambridge University Hospitals NHS Foundation Trust , Fluoroscopy ," 1,110 "," 1,175 "," 1,140 "," 1,015 ", 980 , 945 ," 1,075 "," 1,050 ", 950 ," 1,000 "," 1,005 ", 755 ," 12,205 "
 Y61 , RGT , Cambridge University Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 2,795 "," 3,000 "," 2,895 "," 2,905 "," 2,640 "," 2,720 "," 2,795 "," 2,870 "," 2,775 "," 3,020 "," 2,845 "," 2,490 "," 33,750 "
 Y61 , RGT , Cambridge University Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 565 , 530 , 420 , 595 , 520 , 410 , 510 , 510 , 425 , 540 , 555 , 455 ," 6,035 "
 Y61 , RGT , Cambridge University Hospitals NHS Foundation Trust , Plain Radiography ," 15,380 "," 16,630 "," 15,490 "," 15,805 "," 14,205 "," 14,515 "," 16,000 "," 15,670 "," 13,780 "," 15,650 "," 14,360 "," 11,065 "," 178,535 "
 Y61 , RGT , Cambridge University Hospitals NHS Foundation Trust , Positron Emission Tomography , 225 , 215 , 205 , 190 , 220 , 190 , 185 , 200 , 205 , 225 , 200 , 220 ," 2,485 "
 Y61 , RGT , Cambridge University Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 35 , 35 , 40 , 30 , 15 , 20 , 30 , 25 , 30 , 25 , 25 , 35 , 340 
 Y61 , RWH , East and North Hertfordshire NHS Trust , Computerized Axial Tomography ," 3,065 "," 3,315 "," 3,110 "," 3,420 "," 3,490 "," 3,455 "," 3,710 "," 3,085 "," 3,285 "," 3,535 "," 3,140 "," 2,665 "," 39,265 "
 Y61 , RWH , East and North Hertfordshire NHS Trust , Diagnostic Ultrasonography ," 7,325 "," 8,290 "," 7,755 "," 8,295 "," 7,845 "," 7,665 "," 8,435 "," 7,525 "," 7,385 "," 8,330 "," 7,165 "," 6,705 "," 92,710 "
 Y61 , RWH , East and North Hertfordshire NHS Trust , Fluoroscopy , 290 , 385 , 265 , 320 , 350 , 260 , 325 , 315 , 210 , 240 , 190 , 180 ," 3,325 "
 Y61 , RWH , East and North Hertfordshire NHS Trust , Magnetic Resonance Imaging ," 2,150 "," 2,105 "," 2,000 "," 2,020 "," 2,270 "," 2,430 "," 2,180 "," 1,880 "," 1,660 "," 1,975 "," 1,585 "," 1,690 "," 23,950 "
 Y61 , RWH , East and North Hertfordshire NHS Trust , Nuclear Medicine Procedure , 70 , 55 , 50 , 65 , 60 , 55 , 70 , 65 , 45 , 75 , 50 , 55 , 715 
 Y61 , RWH , East and North Hertfordshire NHS Trust , Plain Radiography ," 11,825 "," 13,685 "," 12,960 "," 11,905 "," 12,940 "," 13,505 "," 13,215 "," 9,005 "," 8,880 "," 11,020 "," 10,075 "," 9,735 "," 138,740 "
 Y61 , RWH , East and North Hertfordshire NHS Trust , Single Photon Emission Computerized Tomography , 10 , 10 , 5 , * , 5 , 10 , 5 , 5 , 5 , 10 , 5 , * , 70 
 Y61 , RDE , East Suffolk and North Essex NHS Foundation Trust , Computerized Axial Tomography ," 5,295 "," 5,590 "," 5,415 "," 5,745 "," 5,585 "," 5,410 "," 5,720 "," 5,580 "," 5,565 "," 6,120 "," 5,470 "," 4,940 "," 66,435 "
 Y61 , RDE , East Suffolk and North Essex NHS Foundation Trust , Diagnostic Ultrasonography ," 10,085 "," 10,800 "," 10,215 "," 11,060 "," 9,250 "," 10,300 "," 10,705 "," 10,145 "," 9,275 "," 10,855 "," 9,500 "," 8,740 "," 120,935 "
 Y61 , RDE , East Suffolk and North Essex NHS Foundation Trust , Fluoroscopy , 925 , 960 , 935 , 970 , 890 , 925 , 970 , 915 , 800 , 985 , 860 , 780 ," 10,915 "
 Y61 , RDE , East Suffolk and North Essex NHS Foundation Trust , Magnetic Resonance Imaging ," 2,520 "," 2,540 "," 2,400 "," 2,660 "," 2,470 "," 2,460 "," 2,640 "," 2,605 "," 2,330 "," 2,655 "," 2,560 "," 2,255 "," 30,095 "
 Y61 , RDE , East Suffolk and North Essex NHS Foundation Trust , Nuclear Medicine Procedure , 570 , 580 , 585 , 645 , 580 , 570 , 545 , 610 , 425 , 620 , 505 , 345 ," 6,580 "
 Y61 , RDE , East Suffolk and North Essex NHS Foundation Trust , Plain Radiography ," 25,530 "," 26,405 "," 25,040 "," 26,950 "," 23,650 "," 24,465 "," 25,540 "," 24,240 "," 22,365 "," 26,110 "," 23,220 "," 18,030 "," 291,540 "
 Y61 , RDE , East Suffolk and North Essex NHS Foundation Trust , Positron Emission Tomography , 75 , 90 , 75 , 70 , 100 , 80 , 100 , 80 , 70 , 80 , 70 , 80 , 965 
 Y61 , RDE , East Suffolk and North Essex NHS Foundation Trust , Single Photon Emission Computerized Tomography , 25 , 30 , 25 , 25 , 15 , 20 , 20 , 25 , 15 , 30 , 20 , 15 , 260 
 Y61 , NV1 , Inhealth Limited , Computerized Axial Tomography , . , . , . , . , . , . , . , . , 10 , . , . , . , 10 
 Y61 , NV1 , Inhealth Limited , Diagnostic Ultrasonography , 80 , 90 , 90 , 105 , 85 , 90 , 70 , 75 , 70 , . , 85 , 50 , 890 
 Y61 , NV1 , Inhealth Limited , Magnetic Resonance Imaging , 405 , 400 , 405 , 575 , 485 , 420 , 475 , 460 , 935 , 750 , 855 , 785 ," 6,955 "
 Y61 , NV1 , Inhealth Limited , Plain Radiography , 5 , * , * , * , 5 , * , 5 , 5 , * , . , * , * , 25 
 Y61 , RGP , James Paget University Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 2,305 "," 2,405 "," 2,350 "," 2,545 "," 2,495 "," 2,465 "," 2,565 "," 2,555 "," 2,615 "," 2,640 "," 2,340 "," 2,175 "," 29,455 "
 Y61 , RGP , James Paget University Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 2,935 "," 3,030 "," 2,965 "," 3,390 "," 2,960 "," 3,030 "," 3,490 "," 3,205 "," 3,040 "," 3,230 "," 3,030 "," 2,690 "," 36,990 "
 Y61 , RGP , James Paget University Hospitals NHS Foundation Trust , Fluoroscopy , 145 , 130 , 155 , 190 , 150 , 145 , 140 , 190 , 155 , 155 , 140 , 105 ," 1,805 "
 Y61 , RGP , James Paget University Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 1,280 "," 1,490 "," 1,285 "," 1,485 "," 1,610 "," 1,365 "," 1,445 "," 1,385 "," 1,470 "," 1,560 "," 1,325 "," 1,255 "," 16,955 "
 Y61 , RGP , James Paget University Hospitals NHS Foundation Trust , Medical Photography , 620 , 575 , 545 , 700 , 640 , 615 , 685 , 645 , 570 , 740 , 635 , 575 ," 7,550 "
 Y61 , RGP , James Paget University Hospitals NHS Foundation Trust , Plain Radiography ," 7,570 "," 7,720 "," 7,835 "," 8,350 "," 7,395 "," 7,570 "," 7,760 "," 7,220 "," 7,135 "," 7,720 "," 7,090 "," 5,755 "," 89,115 "
 Y61 , RC9 , Luton and Dunstable University Hospital NHS Foundation Trust , Computerized Axial Tomography ," 3,370 "," 3,235 "," 3,235 "," 3,440 "," 3,355 "," 3,325 "," 3,390 "," 3,585 "," 3,350 "," 3,290 "," 3,195 "," 2,760 "," 39,530 "
 Y61 , RC9 , Luton and Dunstable University Hospital NHS Foundation Trust , Diagnostic Ultrasonography ," 5,960 "," 5,975 "," 5,700 "," 6,550 "," 5,415 "," 5,470 "," 5,970 "," 5,815 "," 5,650 "," 6,175 "," 5,585 "," 5,165 "," 69,430 "
 Y61 , RC9 , Luton and Dunstable University Hospital NHS Foundation Trust , Fluoroscopy , 455 , 450 , 450 , 485 , 430 , 410 , 475 , 455 , 395 , 460 , 390 , 320 ," 5,175 "
 Y61 , RC9 , Luton and Dunstable University Hospital NHS Foundation Trust , Magnetic Resonance Imaging ," 1,915 "," 2,010 "," 1,835 "," 2,070 "," 1,905 "," 1,850 "," 2,090 "," 2,035 "," 1,955 "," 2,145 "," 1,930 "," 1,610 "," 23,355 "
 Y61 , RC9 , Luton and Dunstable University Hospital NHS Foundation Trust , Nuclear Medicine Procedure , 180 , 225 , 300 , 220 , 290 , 295 , 300 , 260 , 235 , 300 , 270 , 215 ," 3,090 "
 Y61 , RC9 , Luton and Dunstable University Hospital NHS Foundation Trust , Plain Radiography ," 11,595 "," 12,320 "," 11,645 "," 12,745 "," 11,450 "," 11,600 "," 12,475 "," 11,965 "," 11,310 "," 12,265 "," 10,650 "," 9,460 "," 139,480 "
 Y61 , RC9 , Luton and Dunstable University Hospital NHS Foundation Trust , Single Photon Emission Computerized Tomography , 30 , 45 , 45 , 80 , 75 , 60 , 75 , 60 , 40 , 50 , 60 , 40 , 660 
 Y61 , RQ8 , Mid Essex Hospital Services NHS Trust , Computerized Axial Tomography ," 2,550 "," 2,710 "," 2,685 "," 2,700 "," 2,805 "," 2,815 "," 3,000 "," 2,820 "," 2,885 "," 3,200 "," 3,035 "," 2,310 "," 33,510 "
 Y61 , RQ8 , Mid Essex Hospital Services NHS Trust , Diagnostic Ultrasonography ," 3,840 "," 3,910 "," 3,600 "," 4,175 "," 4,025 "," 4,215 "," 4,550 "," 4,585 "," 3,575 "," 3,950 "," 3,390 "," 3,015 "," 46,835 "
 Y61 , RQ8 , Mid Essex Hospital Services NHS Trust , Fluoroscopy , 135 , 145 , 125 , 135 , 155 , 125 , 140 , 190 , 145 , 145 , 125 , 120 ," 1,685 "
 Y61 , RQ8 , Mid Essex Hospital Services NHS Trust , Magnetic Resonance Imaging ," 1,375 "," 1,360 "," 1,255 "," 1,655 "," 1,430 "," 1,515 "," 1,610 "," 1,470 "," 1,495 "," 1,705 "," 1,565 "," 1,280 "," 17,725 "
 Y61 , RQ8 , Mid Essex Hospital Services NHS Trust , Nuclear Medicine Procedure , 165 , 165 , 150 , 185 , 150 , 175 , 195 , 165 , 150 , 170 , 155 , 160 ," 1,985 "
 Y61 , RQ8 , Mid Essex Hospital Services NHS Trust , Plain Radiography ," 10,555 "," 11,255 "," 10,445 "," 11,410 "," 9,860 "," 10,515 "," 11,120 "," 10,260 "," 9,760 "," 11,140 "," 10,145 "," 7,785 "," 124,255 "
 Y61 , RQ8 , Mid Essex Hospital Services NHS Trust , Single Photon Emission Computerized Tomography , 5 , 5 , * , 5 , 5 , 5 , 5 , 5 , 5 , 10 , 5 , 5 , 50 
 Y61 , RD8 , Milton Keynes University Hospital NHS Foundation Trust , Computerized Axial Tomography ," 2,550 "," 2,550 "," 2,445 "," 2,635 "," 2,425 "," 2,720 "," 2,755 "," 2,605 "," 2,565 "," 2,820 "," 2,605 "," 2,265 "," 30,940 "
 Y61 , RD8 , Milton Keynes University Hospital NHS Foundation Trust , Diagnostic Ultrasonography ," 6,590 "," 6,935 "," 6,570 "," 7,230 "," 6,415 "," 6,280 "," 7,335 "," 6,485 "," 6,220 "," 6,640 "," 5,975 "," 5,705 "," 78,380 "
 Y61 , RD8 , Milton Keynes University Hospital NHS Foundation Trust , Fluoroscopy , 410 , 465 , 455 , 470 , 435 , 455 , 485 , 405 , 315 , 470 , 390 , 280 ," 5,035 "
 Y61 , RD8 , Milton Keynes University Hospital NHS Foundation Trust , Magnetic Resonance Imaging ," 1,600 "," 1,625 "," 1,640 "," 1,550 "," 1,525 "," 1,515 "," 1,670 "," 1,570 "," 1,460 "," 1,575 "," 1,405 "," 1,470 "," 18,605 "
 Y61 , RD8 , Milton Keynes University Hospital NHS Foundation Trust , Plain Radiography ," 8,365 "," 8,880 "," 8,380 "," 9,075 "," 8,245 "," 8,620 "," 9,065 "," 8,205 "," 8,150 "," 8,780 "," 8,005 "," 6,180 "," 99,950 "
 Y61 , RM1 , Norfolk and Norwich University Hospitals NHS Foundation Trust , Computerized Axial Tomography ," 4,375 "," 4,635 "," 4,440 "," 4,785 "," 4,635 "," 4,390 "," 4,840 "," 4,670 "," 4,530 "," 4,785 "," 4,300 "," 3,575 "," 53,955 "
 Y61 , RM1 , Norfolk and Norwich University Hospitals NHS Foundation Trust , Diagnostic Ultrasonography ," 7,210 "," 7,565 "," 7,100 "," 7,885 "," 7,205 "," 7,220 "," 7,705 "," 7,550 "," 7,210 "," 8,000 "," 7,045 "," 6,200 "," 87,900 "
 Y61 , RM1 , Norfolk and Norwich University Hospitals NHS Foundation Trust , Fluoroscopy , 945 ," 1,005 ", 895 ," 1,075 "," 1,005 ", 955 , 960 , 945 , 895 , 935 , 860 , 665 ," 11,135 "
 Y61 , RM1 , Norfolk and Norwich University Hospitals NHS Foundation Trust , Magnetic Resonance Imaging ," 2,575 "," 2,775 "," 2,635 "," 2,840 "," 2,850 "," 3,070 "," 3,245 "," 2,960 "," 2,675 "," 2,760 "," 2,640 "," 2,050 "," 33,070 "
 Y61 , RM1 , Norfolk and Norwich University Hospitals NHS Foundation Trust , Nuclear Medicine Procedure , 335 , 290 , 295 , 365 , 310 , 310 , 305 , 280 , 235 , 300 , 290 , 245 ," 3,550 "
 Y61 , RM1 , Norfolk and Norwich University Hospitals NHS Foundation Trust , Plain Radiography ," 19,610 "," 19,965 "," 19,030 "," 20,730 "," 19,180 "," 19,435 "," 20,305 "," 19,670 "," 18,260 "," 20,515 "," 18,855 "," 14,640 "," 230,200 "
 Y61 , RM1 , Norfolk and Norwich University Hospitals NHS Foundation Trust , Positron Emission Tomography , 195 , 195 , 185 , 210 , 180 , 190 , 215 , 210 , 205 , 240 , 190 , 195 ," 2,405 "
 Y61 , RM1 , Norfolk and Norwich University Hospitals NHS Foundation Trust , Single Photon Emission Computerized Tomography , 35 , 30 , 20 , 30 , 20 , 20 , 25 , 20 , 20 , 20 , 20 , 15 , 270 
 Y61 , RGN , North West Anglia NHS Foundation Trust , Computerized Axial Tomography ," 3,590 "," 3,695 "," 3,640 "," 4,260 "," 3,865 "," 3,980 "," 4,055 "," 3,915 "," 3,495 "," 4,250 "," 4,075 "," 3,620 "," 46,445 "
 Y61 , RGN , North West Anglia NHS Foundation Trust , Diagnostic Ultrasonography ," 4,600 "," 4,935 "," 4,400 "," 4,970 "," 4,515 "," 4,425 "," 5,230 "," 4,565 "," 4,140 "," 5,165 "," 4,630 "," 3,990 "," 55,560 "
 Y61 , RGN , North West Anglia NHS Foundation Trust , Fluoroscopy , 475 , 515 , 455 , 530 , 480 , 480 , 550 , 505 , 380 , 525 , 425 , 415 ," 5,735 "
 Y61 , RGN , North West Anglia NHS Foundation Trust , Magnetic Resonance Imaging ," 1,545 "," 1,600 "," 1,520 "," 1,890 "," 1,580 "," 1,750 "," 1,605 "," 1,760 "," 1,170 "," 1,675 "," 1,745 "," 1,475 "," 19,315 "
 Y61 , RGN , North West Anglia NHS Foundation Trust , Nuclear Medicine Procedure , 195 , 235 , 190 , 275 , 235 , 225 , 235 , 215 , 205 , 245 , 230 , 195 ," 2,680 "
 Y61 , RGN , North West Anglia NHS Foundation Trust , Plain Radiography ," 17,080 "," 16,820 "," 14,495 "," 19,025 "," 15,595 "," 18,185 "," 17,310 "," 15,745 "," 13,155 "," 18,415 "," 15,770 "," 13,245 "," 194,845 "
 Y61 , RGN , North West Anglia NHS Foundation Trust , Positron Emission Tomography , . , . , . , . , . , 25 , 15 , . , . , . , . , . , 35 
 Y61 , RGN , North West Anglia NHS Foundation Trust , Single Photon Emission Computerized Tomography , 20 , 5 , 10 , 5 , 15 , 15 , 20 , 10 , 15 , 15 , 20 , 20 , 175 
 Y61 , NT2 , Nuffield Health , Computerized Axial Tomography , 15 , 10 , 15 , 20 , 10 , 15 , 15 , 10 , 10 , 15 , 10 , 5 , 155 
 Y61 , NT2 , Nuffield Health , Diagnostic Ultrasonography , 30 , 35 , 20 , 35 , 15 , 35 , 30 , 20 , 20 , 30 , 20 , 20 , 305 
 Y61 , NT2 , Nuffield Health , Fluoroscopy , 5 , 5 , * , * , . , . , . , * , . , * , . , . , 15 
 Y61 , NT2 , Nuffield Health , Magnetic Resonance Imaging , 80 , 80 , 90 , 95 , 85 , 65 , 65 , 85 , 85 , 75 , 75 , 65 , 950 
 Y61 , NT2 , Nuffield Health , Plain Radiography , 105 , 115 , 105 , 110 , 115 , 115 , 120 , 115 , 80 , 115 , 110 , 90 ," 1,295 "
 Y61 , AWR , One Stop Doctors Limited , Computerized Axial Tomography , 35 , 25 , 45 , 25 , 15 , 15 , . , 30 , 180 , 260 , 150 , 80 , 855 
 Y61 , AWR , One Stop Doctors Limited , Magnetic Resonance Imaging , 255 , 245 , 225 , 325 , 250 , 255 , 260 , 230 , 210 , 255 , 245 , 170 ," 2,930 "
 Y61 , NVC , Ramsay Healthcare UK Operations Limited , Computerized Axial Tomography , 175 , 225 , 175 , 175 , 185 , 115 , 130 , 135 , 95 , 135 , 200 , 180 ," 1,930 "
 Y61 , NVC , Ramsay Healthcare UK Operations Limited , Diagnostic Ultrasonography , 425 , 435 , 400 , 450 , 375 , 350 , 305 , 325 , 215 , 285 , 495 , 380 ," 4,455 "
 Y61 , NVC , Ramsay Healthcare UK Operations Limited , Fluoroscopy , 450 , 520 , 475 , 560 , 440 , 475 , 450 , 465 , 320 , 390 , 525 , 410 ," 5,495 "
 Y61 , NVC , Ramsay Healthcare UK Operations Limited , Magnetic Resonance Imaging , 465 , 520 , 560 , 540 , 490 , 440 , 325 , 335 , 245 , 325 , 550 , 615 ," 5,405 "
 Y61 , NVC , Ramsay Healthcare UK Operations Limited , Nuclear Medicine Procedure , 5 , * , * , 5 , 5 , * , . , . , . , . , 5 , 5 , 25 
 Y61 , NVC , Ramsay Healthcare UK Operations Limited , Plain Radiography ," 1,185 "," 1,405 "," 1,360 "," 1,305 "," 1,230 "," 1,085 ", 895 , 990 , 735 , 990 ," 1,245 ", 955 ," 13,375 "
 Y61 , RGM , Royal Papworth Hospital NHS Foundation Trust , Computerized Axial Tomography , 770 , 730 , 870 , 965 , 875 , 865 , 930 , 875 , 815 , 930 , 860 , 770 ," 10,255 "
 Y61 , RGM , Royal Papworth Hospital NHS Foundation Trust , Diagnostic Ultrasonography , 75 , 65 , 70 , 95 , 75 , 90 , 65 , 70 , 65 , 85 , 70 , 60 , 890 
 Y61 , RGM , Royal Papworth Hospital NHS Foundation Trust , Fluoroscopy , 725 , 715 , 710 , 885 , 765 , 790 , 875 , 825 , 745 , 820 , 750 , 675 ," 9,270 "
 Y61 , RGM , Royal Papworth Hospital NHS Foundation Trust , Magnetic Resonance Imaging , 305 , 295 , 320 , 360 , 350 , 325 , 400 , 350 , 325 , 405 , 385 , 340 ," 4,165 "
 Y61 , RGM , Royal Papworth Hospital NHS Foundation Trust , Nuclear Medicine Procedure , 240 , 265 , 200 , 335 , 285 , 230 , 280 , 230 , 205 , 210 , 210 , 170 ," 2,865 "
 Y61 , RGM , Royal Papworth Hospital NHS Foundation Trust , Plain Radiography ," 2,395 "," 2,120 "," 2,380 "," 2,815 "," 2,580 "," 2,460 "," 2,805 "," 2,700 "," 2,415 "," 2,740 "," 2,545 "," 2,010 "," 29,960 "
 Y61 , RGM , Royal Papworth Hospital NHS Foundation Trust , Positron Emission Tomography , 45 , 50 , 50 , 35 , 50 , 35 , 35 , 35 , 35 , 45 , 35 , 60 , 515 
 Y61 , RAJ , Southend University Hospital NHS Foundation Trust , Computerized Axial Tomography ," 2,885 "," 2,945 "," 2,935 "," 2,975 "," 2,865 "," 2,880 "," 2,875 "," 2,925 "," 2,790 "," 3,110 "," 2,880 "," 2,510 "," 34,580 "
 Y61 , RAJ , Southend University Hospital NHS Foundation Trust , Diagnostic Ultrasonography ," 5,990 "," 6,440 "," 6,110 "," 6,745 "," 5,955 "," 5,875 "," 6,330 "," 5,980 "," 5,855 "," 6,605 "," 5,920 "," 5,145 "," 72,950 "
 Y61 , RAJ , Southend University Hospital NHS Foundation Trust , Fluoroscopy , 265 , 260 , 245 , 305 , 215 , 245 , 290 , 250 , 235 , 335 , 265 , 235 ," 3,150 "
 Y61 , RAJ , Southend University Hospital NHS Foundation Trust , Magnetic Resonance Imaging ," 1,425 "," 1,435 "," 1,505 "," 1,590 "," 1,380 "," 1,475 "," 1,525 "," 1,390 "," 1,260 "," 1,615 "," 1,465 "," 1,300 "," 17,365 "
 Y61 , RAJ , Southend University Hospital NHS Foundation Trust , Medical Photography , 340 , 230 , 30 , 65 , 250 , 305 , 325 , 325 , 260 , 345 , 310 , 215 ," 3,005 "
 Y61 , RAJ , Southend University Hospital NHS Foundation Trust , Nuclear Medicine Procedure , 285 , 295 , 260 , 280 , 195 , 275 , 315 , 285 , 225 , 315 , 255 , 205 ," 3,195 "
 Y61 , RAJ , Southend University Hospital NHS Foundation Trust , Plain Radiography ," 11,520 "," 12,275 "," 11,235 "," 12,300 "," 10,790 "," 11,460 "," 12,445 "," 12,105 "," 11,120 "," 12,705 "," 11,365 "," 9,200 "," 138,520 "
 Y61 , RAJ , Southend University Hospital NHS Foundation Trust , Positron Emission Tomography , 100 , 105 , 85 , 95 , 75 , 100 , 125 , 100 , 105 , 100 , 95 , 110 ," 1,195 "
 Y61 , RAJ , Southend University Hospital NHS Foundation Trust , Single Photon Emission Computerized Tomography , 15 , 10 , 5 , 15 , 5 , 10 , 5 , * , 10 , 10 , 5 , 5 , 95 
 Y61 , NT3 , Spire Healthcare , Computerized Axial Tomography , 85 , 65 , 65 , 90 , 70 , 65 , 95 , 75 , 65 , 80 , 85 , 65 , 900 
 Y61 , NT3 , Spire Healthcare , Diagnostic Ultrasonography , 200 , 195 , 180 , 200 , 175 , 185 , 205 , 210 , 175 , 220 , 195 , 160 ," 2,305 "
 Y61 , NT3 , Spire Healthcare , Fluoroscopy , 145 , 160 , 145 , 160 , 140 , 145 , 155 , 145 , 135 , 140 , 150 , 90 ," 1,705 "
 Y61 , NT3 , Spire Healthcare , Magnetic Resonance Imaging , 415 , 380 , 375 , 395 , 335 , 370 , 420 , 365 , 335 , 310 , 340 , 345 ," 4,390 "
 Y61 , NT3 , Spire Healthcare , Plain Radiography , 790 , 750 , 695 , 760 , 640 , 650 , 745 , 715 , 530 , 670 , 625 , 545 ," 8,115 "
 Y61 , RQW , The Princess Alexandra Hospital NHS Trust , Computerized Axial Tomography ," 2,370 "," 2,585 "," 2,395 "," 2,670 "," 2,450 "," 2,525 "," 2,730 "," 2,585 "," 2,475 "," 2,750 "," 2,525 "," 2,160 "," 30,220 "
 Y61 , RQW , The Princess Alexandra Hospital NHS Trust , Diagnostic Ultrasonography ," 5,785 "," 6,120 "," 5,700 "," 6,315 "," 5,805 "," 5,655 "," 6,610 "," 5,795 "," 5,410 "," 6,290 "," 5,720 "," 5,130 "," 70,335 "
 Y61 , RQW , The Princess Alexandra Hospital NHS Trust , Fluoroscopy , 260 , 265 , 255 , 265 , 260 , 260 , 325 , 265 , 220 , 240 , 235 , 210 ," 3,060 "
 Y61 , RQW , The Princess Alexandra Hospital NHS Trust , Magnetic Resonance Imaging ," 1,315 "," 1,260 "," 1,095 "," 1,225 "," 1,170 "," 1,255 "," 1,275 "," 1,245 "," 1,250 "," 1,340 "," 1,160 "," 1,100 "," 14,695 "
 Y61 , RQW , The Princess Alexandra Hospital NHS Trust , Nuclear Medicine Procedure , 120 , 145 , 130 , 125 , 140 , 130 , 130 , 135 , 110 , 135 , 115 , 100 ," 1,525 "
 Y61 , RQW , The Princess Alexandra Hospital NHS Trust , Plain Radiography ," 10,985 "," 11,605 "," 11,220 "," 12,030 "," 10,685 "," 12,065 "," 12,915 "," 11,655 "," 10,560 "," 12,860 "," 11,295 "," 8,395 "," 136,265 "
 Y61 , RQW , The Princess Alexandra Hospital NHS Trust , Single Photon Emission Computerized Tomography , 5 , 10 , 5 , 5 , 15 , 10 , 10 , 10 , 5 , 5 , 5 , 5 , 90 
 Y61 , RCX ," The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust ", Computerized Axial Tomography ," 1,815 "," 1,860 "," 1,890 "," 1,980 "," 1,900 "," 1,950 "," 2,040 "," 2,030 "," 1,930 "," 2,035 "," 1,865 "," 1,610 "," 22,905 "
 Y61 , RCX ," The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust ", Diagnostic Ultrasonography ," 2,605 "," 2,865 "," 2,735 "," 2,810 "," 2,535 "," 2,855 "," 2,980 "," 2,710 "," 2,535 "," 2,560 "," 2,410 "," 2,185 "," 31,775 "
 Y61 , RCX ," The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust ", Fluoroscopy , 225 , 250 , 190 , 260 , 205 , 210 , 220 , 205 , 230 , 240 , 200 , 125 ," 2,565 "
 Y61 , RCX ," The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust ", Magnetic Resonance Imaging , 795 , 775 , 710 , 790 , 765 , 710 , 825 , 775 , 685 , 750 , 735 , 535 ," 8,855 "
 Y61 , RCX ," The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust ", Nuclear Medicine Procedure , 95 , 110 , 85 , 100 , 90 , 90 , 90 , 100 , 80 , 100 , 85 , 115 ," 1,135 "
 Y61 , RCX ," The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust ", Plain Radiography ," 7,580 "," 8,215 "," 7,655 "," 8,140 "," 7,885 "," 7,610 "," 7,985 "," 7,720 "," 7,295 "," 8,100 "," 7,100 "," 5,495 "," 90,780 "
